Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00  253181/253181      __gnu_cxx::__ops::__iter_equal_to_iter() [164]
-----------------------------------------------
                0.00    0.01  253181/253181      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::unique<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [86]
[87]     1.0    0.00    0.01  253181         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__unique<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equal_to_iter>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equal_to_iter) [87]
                0.00    0.01  253181/253181      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__adjacent_find<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equal_to_iter>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equal_to_iter) [88]
                0.00    0.00  253181/759543      bool __gnu_cxx::operator==<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [105]
-----------------------------------------------
                0.00    0.01  253181/253181      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__unique<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equal_to_iter>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equal_to_iter) [87]
[88]     0.9    0.00    0.01  253181         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__adjacent_find<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equal_to_iter>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equal_to_iter) [88]
                0.00    0.00  500000/2132243     bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [30]
                0.00    0.00  253181/759543      bool __gnu_cxx::operator==<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [105]
                0.00    0.00  500000/1736612     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator++() [127]
                0.00    0.00  246819/246819      bool __gnu_cxx::__ops::_Iter_equal_to_iter::operator()<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) const [187]
-----------------------------------------------
                0.00    0.01  936466/936466      std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [54]
[89]     0.9    0.00    0.01  936466         std::vector<int, std::allocator<int> >::max_size() const [89]
                0.00    0.01  936466/936466      std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [91]
                0.00    0.00  936466/936466      std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [133]
-----------------------------------------------
                0.00    0.01  936466/936466      std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [91]
[90]     0.9    0.00    0.01  936466         std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [90]
                0.01    0.00  936466/1404699     __gnu_cxx::new_allocator<int>::max_size() const [69]
-----------------------------------------------
                0.00    0.01  936466/936466      std::vector<int, std::allocator<int> >::max_size() const [89]
[91]     0.9    0.00    0.01  936466         std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [91]
                0.00    0.01  936466/936466      std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [90]
                0.00    0.00  936466/936466      unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [136]
-----------------------------------------------
                0.00    0.00  253181/506362      std::_Tuple_impl<0ul, int const&>::_Tuple_impl(std::_Tuple_impl<0ul, int const&>&&) [99]
                0.00    0.00  253181/506362      int const& std::__get_helper<0ul, int const&>(std::_Tuple_impl<0ul, int const&>&) [103]
[92]     0.6    0.01    0.00  506362         std::_Tuple_impl<0ul, int const&>::_M_head(std::_Tuple_impl<0ul, int const&>&) [92]
                0.00    0.00  506362/506362      std::_Head_base<0ul, int const&, false>::_M_head(std::_Head_base<0ul, int const&, false>&) [148]
-----------------------------------------------
                0.01    0.00  253181/253181      std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [48]
[93]     0.6    0.01    0.00  253181         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [93]
                0.00    0.00  253181/253181      std::allocator<int>::~allocator() [170]
-----------------------------------------------
                0.00    0.00  253181/1853657     std::vector<int, std::allocator<int> >::erase(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [59]
                0.00    0.00  468233/1853657     void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [12]
                0.00    0.00  506362/1853657     readEdgeList(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [7]
                0.00    0.00  625881/1853657     countButterflies(long long&) [2]
[94]     0.5    0.00    0.00 1853657         std::vector<int, std::allocator<int> >::begin() [94]
                0.00    0.00 1853657/5193796     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [60]
-----------------------------------------------
                0.00    0.00  468233/468233      std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [97]
[95]     0.4    0.00    0.00  468233         __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [95]
                0.00    0.00  468233/1404699     __gnu_cxx::new_allocator<int>::max_size() const [69]
-----------------------------------------------
                0.00    0.00  468233/468233      void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [12]
[96]     0.4    0.00    0.00  468233         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [96]
                0.00    0.00  468233/468233      std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [97]
-----------------------------------------------
                0.00    0.00  468233/468233      std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [96]
[97]     0.4    0.00    0.00  468233         std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [97]
                0.00    0.00  468233/468233      __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [95]
-----------------------------------------------
                0.00    0.00  253181/253181      std::vector<int, std::allocator<int> >::erase(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [59]
[98]     0.4    0.00    0.00  253181         std::vector<int, std::allocator<int> >::_M_erase(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [98]
                0.00    0.00  253181/2132243     bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [30]
-----------------------------------------------
                0.00    0.00  253181/253181      std::tuple<int const&>::tuple(std::tuple<int const&>&&) [102]
[99]     0.3    0.00    0.00  253181         std::_Tuple_impl<0ul, int const&>::_Tuple_impl(std::_Tuple_impl<0ul, int const&>&&) [99]
                0.00    0.00  253181/506362      std::_Tuple_impl<0ul, int const&>::_M_head(std::_Tuple_impl<0ul, int const&>&) [92]
                0.00    0.00  253181/1974595     int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [126]
                0.00    0.00  253181/506362      std::_Head_base<0ul, int const&, false>::_Head_base(int const&) [149]
-----------------------------------------------
                0.00    0.00  253181/253181      void __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<int const, std::vector<int, std::allocator<int> > >, false> >::construct<std::pair<int const, std::vector<int, std::allocator<int> > >, std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::pair<int const, std::vector<int, std::allocator<int> > >*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [83]
[100]    0.3    0.00    0.00  253181         std::pair<int const, std::vector<int, std::allocator<int> > >::pair<int const&>(std::piecewise_construct_t, std::tuple<int const&>, std::tuple<>) [100]
                0.00    0.00  253181/253181      std::pair<int const, std::vector<int, std::allocator<int> > >::pair<int const&, 0ul>(std::tuple<int const&>&, std::tuple<>&, std::_Index_tuple<0ul>, std::_Index_tuple<>) [101]
-----------------------------------------------
                0.00    0.00  253181/253181      std::pair<int const, std::vector<int, std::allocator<int> > >::pair<int const&>(std::piecewise_construct_t, std::tuple<int const&>, std::tuple<>) [100]
[101]    0.3    0.00    0.00  253181         std::pair<int const, std::vector<int, std::allocator<int> > >::pair<int const&, 0ul>(std::tuple<int const&>&, std::tuple<>&, std::_Index_tuple<0ul>, std::_Index_tuple<>) [101]
                0.00    0.00  253181/253181      std::tuple_element<0ul, std::tuple<int const&> >::type& std::get<0ul, int const&>(std::tuple<int const&>&) [104]
                0.00    0.00  253181/1974595     int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [126]
                0.00    0.00  253181/253181      std::vector<int, std::allocator<int> >::vector() [178]
-----------------------------------------------
                0.00    0.00  253181/253181      void __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<int const, std::vector<int, std::allocator<int> > >, false> >::construct<std::pair<int const, std::vector<int, std::allocator<int> > >, std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::pair<int const, std::vector<int, std::allocator<int> > >*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [83]
[102]    0.3    0.00    0.00  253181         std::tuple<int const&>::tuple(std::tuple<int const&>&&) [102]
                0.00    0.00  253181/253181      std::_Tuple_impl<0ul, int const&>::_Tuple_impl(std::_Tuple_impl<0ul, int const&>&&) [99]
-----------------------------------------------
                0.00    0.00  253181/253181      std::tuple_element<0ul, std::tuple<int const&> >::type& std::get<0ul, int const&>(std::tuple<int const&>&) [104]
[103]    0.3    0.00    0.00  253181         int const& std::__get_helper<0ul, int const&>(std::_Tuple_impl<0ul, int const&>&) [103]
                0.00    0.00  253181/506362      std::_Tuple_impl<0ul, int const&>::_M_head(std::_Tuple_impl<0ul, int const&>&) [92]
-----------------------------------------------
                0.00    0.00  253181/253181      std::pair<int const, std::vector<int, std::allocator<int> > >::pair<int const&, 0ul>(std::tuple<int const&>&, std::tuple<>&, std::_Index_tuple<0ul>, std::_Index_tuple<>) [101]
[104]    0.3    0.00    0.00  253181         std::tuple_element<0ul, std::tuple<int const&> >::type& std::get<0ul, int const&>(std::tuple<int const&>&) [104]
                0.00    0.00  253181/253181      int const& std::__get_helper<0ul, int const&>(std::_Tuple_impl<0ul, int const&>&) [103]
-----------------------------------------------
                0.00    0.00  253181/759543      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__unique<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equal_to_iter>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equal_to_iter) [87]
                0.00    0.00  253181/759543      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__adjacent_find<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equal_to_iter>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equal_to_iter) [88]
                0.00    0.00  253181/759543      void std::__insertion_sort<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter) [35]
[105]    0.3    0.00    0.00  759543         bool __gnu_cxx::operator==<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [105]
                0.00    0.00 1519086/12227486     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [36]
-----------------------------------------------
                0.00    0.00  126388/379569      countButterflies(long long&) [2]
                0.00    0.00  253181/379569      readEdgeList(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [7]
[106]    0.3    0.00    0.00  379569         std::__detail::_Node_iterator<std::pair<int const, std::vector<int, std::allocator<int> > >, false, false>::operator*() const [106]
                0.00    0.00  379569/4778850     std::__detail::_Hash_node_value_base<std::pair<int const, std::vector<int, std::allocator<int> > > >::_M_v() [29]
-----------------------------------------------
                0.00    0.00  253181/253181      void std::__sort<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter) [25]
[107]    0.2    0.00    0.00  253181         void std::__introsort_loop<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, long, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, long, __gnu_cxx::__ops::_Iter_less_iter) [107]
                0.00    0.00  253181/2399485     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [52]
-----------------------------------------------
                0.00    0.00  253181/253181      std::__detail::_Map_base<int, std::pair<int const, std::vector<int, std::allocator<int> > >, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> > > >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](int const&) [4]
[108]    0.1    0.00    0.00  253181         std::__detail::_Node_iterator<std::pair<int const, std::vector<int, std::allocator<int> > >, false, false>::operator->() const [108]
                0.00    0.00  253181/5538393     std::__detail::_Hash_node_value_base<std::pair<int const, std::vector<int, std::allocator<int> > > >::_M_valptr() [37]
-----------------------------------------------
                0.00    0.00  506362/506362      readEdgeList(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [7]
[109]    0.1    0.00    0.00  506362         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator<int*>(__gnu_cxx::__normal_iterator<int*, __gnu_cxx::__enable_if<std::__are_same<int*, int*>::__value, std::vector<int, std::allocator<int> > >::__type> const&) [109]
                0.00    0.00  506362/12227486     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [36]
-----------------------------------------------
                0.00    0.00   50529/50529       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__copy_move_backward_a2<true, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [58]
[110]    0.1    0.00    0.00   50529         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__niter_wrap<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int*) [110]
                0.00    0.00   50529/860601      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator+(long) const [56]
                0.00    0.00   50529/202116      int* std::__niter_base<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [111]
-----------------------------------------------
                0.00    0.00   50529/202116      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__niter_wrap<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int*) [110]
                0.00    0.00  151587/202116      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__copy_move_backward_a2<true, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [58]
[111]    0.0    0.00    0.00  202116         int* std::__niter_base<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [111]
                0.00    0.00  202116/12227486     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [36]
-----------------------------------------------
                0.00    0.00 5538393/5538393     std::__detail::_Hash_node_value_base<std::pair<int const, std::vector<int, std::allocator<int> > > >::_M_valptr() [37]
[118]    0.0    0.00    0.00 5538393         __gnu_cxx::__aligned_buffer<std::pair<int const, std::vector<int, std::allocator<int> > > >::_M_ptr() [118]
                0.00    0.00 5538393/5538393     __gnu_cxx::__aligned_buffer<std::pair<int const, std::vector<int, std::allocator<int> > > >::_M_addr() [119]
-----------------------------------------------
                0.00    0.00 5538393/5538393     __gnu_cxx::__aligned_buffer<std::pair<int const, std::vector<int, std::allocator<int> > > >::_M_ptr() [118]
[119]    0.0    0.00    0.00 5538393         __gnu_cxx::__aligned_buffer<std::pair<int const, std::vector<int, std::allocator<int> > > >::_M_addr() [119]
-----------------------------------------------
                0.00    0.00  101058/3177799     void std::__insertion_sort<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter) [35]
                0.00    0.00  227472/3177799     bool __gnu_cxx::__ops::_Val_less_iter::operator()<int, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(int&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) const [189]
                0.00    0.00  454944/3177799     void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Val_less_iter>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Val_less_iter) [191]
                0.00    0.00  493638/3177799     bool __gnu_cxx::__ops::_Iter_equal_to_iter::operator()<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) const [187]
                0.00    0.00  493638/3177799     bool __gnu_cxx::__ops::_Iter_less_iter::operator()<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) const [186]
                0.00    0.00 1407049/3177799     bool __gnu_cxx::__ops::_Iter_equals_val<int const>::operator()<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [26]
[120]    0.0    0.00    0.00 3177799         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [120]
-----------------------------------------------
                0.00    0.00  677923/3055594     std::__detail::_Hash_code_base<int, std::pair<int const, std::vector<int, std::allocator<int> > >, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node<std::pair<int const, std::vector<int, std::allocator<int> > >, false> const*, unsigned long) const [46]
                0.00    0.00 2377671/3055594     std::__detail::_Hash_code_base<int, std::pair<int const, std::vector<int, std::allocator<int> > >, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(int const&, unsigned long, unsigned long) const [28]
[121]    0.0    0.00    0.00 3055594         std::__detail::_Hash_code_base<int, std::pair<int const, std::vector<int, std::allocator<int> > >, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_h2() const [121]
                0.00    0.00 3055594/3055594     std::__detail::_Hashtable_ebo_helper<2, std::__detail::_Mod_range_hashing, true>::_S_cget(std::__detail::_Hashtable_ebo_helper<2, std::__detail::_Mod_range_hashing, true> const&) [122]
-----------------------------------------------
                0.00    0.00 3055594/3055594     std::__detail::_Hash_code_base<int, std::pair<int const, std::vector<int, std::allocator<int> > >, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_h2() const [121]
[122]    0.0    0.00    0.00 3055594         std::__detail::_Hashtable_ebo_helper<2, std::__detail::_Mod_range_hashing, true>::_S_cget(std::__detail::_Hashtable_ebo_helper<2, std::__detail::_Mod_range_hashing, true> const&) [122]
-----------------------------------------------
                0.00    0.00  677923/3055566     std::__detail::_Hash_code_base<int, std::pair<int const, std::vector<int, std::allocator<int> > >, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node<std::pair<int const, std::vector<int, std::allocator<int> > >, false> const*, unsigned long) const [46]
                0.00    0.00 2377643/3055566     std::__detail::_Hash_code_base<int, std::pair<int const, std::vector<int, std::allocator<int> > >, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash_code(int const&) const [23]
[123]    0.0    0.00    0.00 3055566         std::hash<int>::operator()(int) const [123]
-----------------------------------------------
                0.00    0.00 2809398/2809398     int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [43]
[124]    0.0    0.00    0.00 2809398         int* std::__niter_base<int*>(int*) [124]
-----------------------------------------------
                0.00    0.00 2274819/2274819     std::tuple_element<0ul, std::pair<int const, std::vector<int, std::allocator<int> > > >::type& std::get<0ul, int const, std::vector<int, std::allocator<int> > >(std::pair<int const, std::vector<int, std::allocator<int> > >&) [66]
[125]    0.0    0.00    0.00 2274819         int const& std::__pair_get<0ul>::__get<int const, std::vector<int, std::allocator<int> > >(std::pair<int const, std::vector<int, std::allocator<int> > >&) [125]
-----------------------------------------------
                0.00    0.00  253181/1974595     std::_Tuple_impl<0ul, int const&>::_Tuple_impl(std::_Tuple_impl<0ul, int const&>&&) [99]
                0.00    0.00  253181/1974595     std::pair<int const, std::vector<int, std::allocator<int> > >::pair<int const&, 0ul>(std::tuple<int const&>&, std::tuple<>&, std::_Index_tuple<0ul>, std::_Index_tuple<>) [101]
                0.00    0.00  468233/1974595     void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [12]
                0.00    0.00  500000/1974595     void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [77]
                0.00    0.00  500000/1974595     void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [150]
[126]    0.0    0.00    0.00 1974595         int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [126]
-----------------------------------------------
                0.00    0.00  246819/1736612     void std::__insertion_sort<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter) [35]
                0.00    0.00  500000/1736612     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__adjacent_find<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equal_to_iter>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equal_to_iter) [88]
                0.00    0.00  989793/1736612     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__find_if<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equals_val<int const> >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equals_val<int const>, std::random_access_iterator_tag) [15]
[127]    0.0    0.00    0.00 1736612         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator++() [127]
-----------------------------------------------
                0.00    0.00  253181/1189647     std::vector<int, std::allocator<int> >::~vector() [51]
